customs_office_id,name,country,street_and_address,postcode,city,latitude,longitude
DE008107,KE Flughafen Dortmund,DE,Flughafenring 1,44319,Dortmund,51.5181381,7.624392
DE008131,Flughafen Dortmund,DE,Giselherstr. 16,44319,Dortmund,51.5278653,7.6252307
DE008300,Münster,DE,Linus-Pauling-Weg 1 - 5,48155,Münster,51.9365882,7.6505802
DE008301,Kontrolleinheit Flughafen Münster,DE,Airportallee 1,48268,Greven,52.1322129,7.7005183
DE008302,Bocholt,DE,Kaiser-Wilhelm-Str. 33,46395,Bocholt,51.8309329,6.6162221
DE008303,Coesfeld,DE,Otterkamp 2,48653,Coesfeld,51.9219018,7.1740557
DE008304,Münster-Loddenheide,DE,Linus-Pauling-Weg 4,48155,Münster,51.9364301,7.6503768
DE008305,Rheine,DE,Neuenkirchener Str. 99,48431,Rheine,52.2782625,7.4248965
DE008306,Flughafen Münster,DE,Airportallee 1,48268,Greven,52.1322129,7.7005183
DE008322,Dienstort Coesfeld,DE,Otterkamp 2,48653,Coesfeld,51.9219018,7.1740557
DE008350,Dienstort Paderborn Am Hoppenhof,DE,Am Hoppenhof 30,33104,Paderborn,51.7322559,8.7205066
DE008351,Anröchte,DE,Siemensstr. 6,59609,Anröchte,51.5597886,8.3247323
DE008352,Arnsberg,DE,Bahnhofstr. 171,59759,Arnsberg,51.4002384,8.0605908
DE008355,Paderborn,DE,Borchener Str. 332,33106,Paderborn,51.684832,8.7211836
DE008356,Beckum,DE,Konrad-Adenauer-Ring 44,59269,Beckum,51.7582295,8.0320945
DE008380,Flughafen Paderborn,DE,Flughafenstr. 33,33142,Büren,51.6091,8.6164991
DE008601,Bamberg,DE,Ludwigstr. 28,96052,Bamberg,49.8916044,10.8868478
DE008602,Bayreuth,DE,Goethestr. 11,95444,Bayreuth,49.9449711,11.5734327
DE008605,Coburg,DE,Schlachthofstr. 15,96450,Coburg,50.2513991,10.9597674
DE008711,Dienstsitz Marktredwitz,DE,Leutendorfer Str. 14,95615,Marktredwitz,49.9983845,12.0723197
DE008715,Hof-Marktredwitz,DE,Bernd-Hering-Str. 33,95032,Hof,50.304707,11.926584
DE008750,Nürnberg,DE,Frankenstr. 208,90461,Nürnberg,49.453872,11.077298
DE008751,Ansbach-Weißenburg,DE,Vetterstr. 3,91522,Ansbach,49.2617556,10.5847934
DE008752,Erlangen-Tennenlohe,DE,Frauenweiherstr. 13,91058,Erlangen,49.5457341,11.0172725
DE008755,Flughafen Nürnberg,DE,Flughafenstr. 86,90411,Nürnberg,49.4927443,11.0874367
DE008756,Hafen,DE,Hamburger Str. 61,90451,Nürnberg,49.397751,11.0528942
DE008757,KE Flughafen Nürnberg,DE,Flughafenstr. 100,90411,Nürnberg,49.4937691,11.0763692
DE008761,Dienstsitz Weißenburg,DE,Schulhausstr. 9,91781,Weißenburg i.Bay.,49.0320684,10.9682167
DE008784,Nürnberg (Kontaktstelle AEO),DE,Frankenstr. 208,90461,Nürnberg,49.4307984,11.0956531
DE008800,Regensburg,DE,Junkersstr. 12,93055,Regensburg,48.9935174,12.1499461
DE008801,Oberpfalz,DE,Welserstr. 9,92224,Amberg,49.4442091,11.8350687
DE008804,Regensburg-Furth im Wald,DE,Junkersstr. 12,93055,Regensburg,48.9935174,12.1499461
DE008816,Dienstort Weiden,DE,Asylstr. 17,92637,Weiden i.d.OPf.,49.6782401,12.1615017
DE008822,Dienstort Hof Köditzer Straße,DE,Köditzer Str. 1,95030,Hof,50.3223316,11.8978403
DE008833,Dienstort Furth im Wald Böhmerstr.,DE,Böhmerstr. 64,93437,Furth im Wald,49.3392819,12.8480765
DE008835,Dienstort Selb Lessingstraße,DE,Lessingstr. 5,95100,Selb,50.169121,12.1297769
DE008840,Dienstort Wernberg-Köblitz,DE,Daimlerstr. 13,92533,Wernberg-Köblitz,49.537,12.1509189
DE008850,Schweinfurt,DE,Brückenstr. 27,97421,Schweinfurt,50.0518552,10.2220921
DE008851,Aschaffenburg,DE,Goldbacherstr. 65 b,63741,Aschaffenburg,49.9859263,9.1631694
DE008853,Schweinfurt-Londonstraße,DE,Londonstr. 24,97424,Schweinfurt,50.020424,10.2250845
DE008857,Dettelbach-Mainfrankenpark,DE,Mainfrankenpark 4,97337,Dettelbach,49.7822381,10.0675381
DE008864,Dienstort Londonstraße,DE,Londonstr. 22,97424,Schweinfurt,50.0200196,10.2250918
DE008894,Dienstort Bamberg Kirschäckerstraße,DE,Kirschäckerstr. 22,96052,Bamberg,49.914454,10.9048688
DE008913,Dienstort Waidhaus,DE,Am Autohof 3,92726,Waidhaus,49.6311552,12.4914565
DE008914,Dienstsitz Furth im Wald,DE,Böhmerstr. 64,93437,Furth im Wald,49.3392819,12.8480765
DE008942,Dienstort Waidhaus,DE,Pfälzerhof 2,92726,Waidhaus,49.6456175,12.5095568
DE009004,Pomellen,DE,An der Autobahn,17329,Nadrensee,53.3338668,14.3836726
DE009030,Neubrandenburg,DE,Ihlenfelder Str. 112-114,17034,Neubrandenburg,53.5713308,13.2839353
DE009101,Ludwigslust,DE,Am Brink 35,19288,Ludwigslust,53.3430693,11.4868783
DE009102,Laage,DE,Frachthofstr. 2,18299,Laage,53.9140778,12.290772
DE009103,Wismar,DE,Dr.-Leber-Str. 28,23966,Wismar,53.8888877,11.4687543
DE009104,Rostock,DE,Ost-West-Str. 12,18147,Rostock,54.0886707,12.1400211
DE009106,Kontrolleinheit Flughafen Rostock,DE,Flughafenstr. 1,18299,Laage,53.9141197,12.2861051
DE009150,Stralsund,DE,Hiddenseer Str. 2,18439,Stralsund,54.3069103,13.1254354
DE009152,Wolgast,DE,Lange Str. 19 / 20,17438,Wolgast,54.0536473,13.7757809
DE009154,Mukran,DE,Baltische Str. 10,18546,Sassnitz,54.4871569,13.5819856
DE009155,Dienstort Ramin,DE,Linken 1 A,17321,Ramin,53.4528009,14.3662309
DE009156,Dienstort Seebad Ahlbeck,DE,Swinemünder Chaussee 6,17419,Seebad Ahlbeck,53.9333571,14.1953192
DE009172,Dienstort Rostock Pressentinstraße,DE,Pressentinstr. 56 c,18147,Rostock,54.1076476,12.116545
DE009180,Stralsund-Dänholm,DE,Rudenstr. 18,18439,Stralsund,54.3066431,13.1226688
DE009300,Saarbrücken,DE,Präsident-Baltz-Str. 5,66119,Saarbrücken,49.2261866,7.0003603
DE009303,Saarbrücken,DE,Zinzinger Str. 30,66117,Saarbrücken,49.2100696,6.9681622
DE009304,Flughafen Saarbrücken,DE,Balthasar-Goldstein-Str. 1,66131,Saarbrücken,49.2208448,7.1101663
DE009305,KE Flughafen Saarbrücken,DE,Balthasar-Goldstein-Str. 1,66131,Saarbrücken,49.2208448,7.1101663
DE009344,Dienstort Kaiserslautern,DE,Von-Miller-Str. 13,67661,Kaiserslautern,49.43941,7.6655316
DE009404,Bodensee-Oberschwaben,DE,Am Alten Gaswerk 8,88212,Ravensburg,47.7865818,9.6086605
DE009420,Abfertigungsstelle Fähre,DE,Seestr. 23,88045,Friedrichshafen,47.6500279,9.4800858
DE009450,Heilbronn,DE,Kastellstr. 53,74080,Heilbronn,49.1450457,9.1981412
DE009452,Heilbronn,DE,Thomaswert 2,74076,Heilbronn,49.1600039,9.208519
DE009453,Ludwigsburg,DE,Mörikestr. 111,71636,Ludwigsburg,48.8941744,9.1680439
DE009456,Tauberbischofsheim,DE,Daimlerstr. 4,97941,Tauberbischofsheim,49.6229682,9.6627138
DE009459,Untermünkheim,DE,Robert-Bosch-Str. 2,74547,Untermünkheim,49.1771732,9.7065984
DE009500,Dienstort Tübingen,DE,Düsseldorfer Str. 4,72072,Tübingen,48.5203263,9.053596
DE009501,Albstadt,DE,Neuer Weg 6,72458,Albstadt,48.233048,8.9991483
DE009520,Dienstort Pfullingen,DE,Max-Eyth-Str. 22,72793,Pfullingen,48.4755646,9.2272721
DE009550,Stuttgart,DE,Hackstr. 85,70190,Stuttgart,48.7896001,9.2087053
DE009551,Böblingen,DE,Herrenberger Str. 130,71034,Böblingen,48.677887,8.9801343
DE009552,Stuttgart-Hafen,DE,Am Westkai 6,70327,Stuttgart,48.7716057,9.2498754
DE009554,Stuttgart-Zuffenhausen,DE,Gottfried-Keller-Str. 22,70435,Stuttgart,48.8351273,9.1596768
DE009555,Flughafen Stuttgart,DE,Luftfrachtgebäude 605/6,70629,Stuttgart,48.7784485,9.1800132
DE009556,Winnenden,DE,Otto-Hahn-Str. 5,71364,Winnenden,48.8901021,9.4215614
DE009557,KE Flughafen Stuttgart,DE,Hackstr. 85,70190,Stuttgart,48.7896001,9.2087053
DE009589,Abfertigungsstelle Landesmesse,DE,Messepiazza,70629,Stuttgart,48.6923741,9.1917358
DE009650,Ulm,DE,Magirusstr. 39/2,89077,Ulm,48.3934646,9.9644321
DE009651,Aalen,DE,Dauerwangstr. 7,73457,Essingen,48.8209524,10.0529273
DE009652,Göppingen,DE,Reutlinger Str. 2/1,73037,Göppingen,48.6976232,9.6763785
DE009653,KE Flughafen Friedrichshafen,DE,Am Flugplatz 64,88046,Friedrichshafen,47.6730679,9.5243796
DE009656,Donautal,DE,Daimlerstr. 15,89079,Ulm,48.3703686,9.9558467
DE009657,Biberach,DE,Waldseer Str. 141,88400,Biberach an der Riß,48.0817973,9.8026314
DE009680,Metzingen,DE,Paul-Lechler-Str. 1,72555,Metzingen,48.5322045,9.2913055
DE012325,Bremen,DE,Hafenstr. 49,28217,Bremen,53.0941097,8.7731803
DE012452,Bremerhaven,DE,Franziusstr. 1,27568,Bremerhaven,53.5606283,8.5657012
DE013302,Frankfurt am Main-Flughafen,DE,"Cargo City Süd, Gebäude 537",60549,Frankfurt am Main,50.1106444,8.6820917
DE013703,Flughafen Berlin Brandenburg,DE,Georg-Wulf-Str. 1,12529,Schönefeld,52.3695501,13.5202185
DE014002,Konstanz-Industriegebiet,DE,Claude-Dornier-Str. 9,78467,Konstanz,47.6853729,9.1373469
DE014105,Singen-Bahnhof,DE,Güterstr. 1,78224,Singen,47.7590177,8.8528028
DE014201,Erzingen,DE,Hauptstr. 113,79771,Klettgau,47.635682,8.4089759
DE014203,Jestetten (schweiz. Gebiet),DE,Schaffhauser Str. 164,79798,Jestetten,47.6544473,8.5785689
DE014204,Laufenburg,DE,Flößerstr. 2,79725,Laufenburg (Baden),47.5644637,7.9142484
DE014205,Lottstetten,DE,Bundesstr.,79807,Lottstetten,47.6275156,8.5736163
DE014206,Stühlingen,DE,Bundesstr. 18,79780,Stühlingen,47.7470397,8.4474495
DE014208,Waldshut,DE,Georg-Wittig-Str. 1,79761,Waldshut-Tiengen,47.6182441,8.2451483
DE014209,Bad Säckingen,DE,Fricktalstr. 2,79713,Bad Säckingen,47.5471136,7.9457124
DE014501,Cuxhaven,DE,Woltmannstr. 1,27472,Cuxhaven,53.8687963,8.7158512
DE014701,Hamburg-Flughafen,DE,Flughafenstr. 1-3,22335,Hamburg,53.6284949,10.0062417
DE014851,Hamburg,DE,Finkenwerder Str. 4,21129,Hamburg,53.5195164,9.9258071
DE015004,Emden,DE,Zum Nordkai 20,26725,Emden,53.3492751,7.2160801
DE015008,Papenburg,DE,Deverhafen 2,26871,Papenburg,53.0904763,7.3779972
DE015203,Stade,DE,An der Wassermühle 3,21682,Stade,53.6026162,9.471574
DE015301,Brake,DE,Weserstr. 1,26919,Brake,53.3357253,8.4846624
DE015310,Wilhelmshaven,DE,Flutstr. 86 a,26386,Wilhelmshaven,53.5637446,8.1160976
DE016133,Flensburg,DE,Kielseng 2,24937,Flensburg,54.8001538,9.4423891
DE016151,Brunsbüttel,DE,Am Südkai 3,25541,Brunsbüttel,53.8957599,9.1550894
DE016155,Husum,DE,Süderstr. 101,25813,Husum,54.4771004,9.059612
DE016206,Rendsburg,DE,Winkelhörner Weg 4,24794,Borgstedt,54.34622,9.695269
DE016207,Kiel,DE,Gutenbergstr. 22 - 24,24223,Schwentinental,54.2900155,10.2254279
DE016302,Heiligenhafen,DE,Tollbrettkoppel 8 a,23774,Heiligenhafen,54.3662401,11.0070079
DE016332,Zollamt Lübeck,DE,Seelandstr. 15,23569,Lübeck,53.8991302,10.7870405
DE016756,Hahn-Flughafen,DE,Gebäude 850,55483,Hahn-Flughafen,49.9007086,8.0568777
DE017154,Flughafen Köln/Bonn,DE,Flughafen,51147,Köln,50.8677817,7.138961
DE017352,Aschersleben,DE,Heinrich-Lapp-Straße 14,06449,Aschersleben,51.7744513,11.4955014
DE017650,Flughafen München,DE,"Frachtgebäude Modul B, 5. OG",85356,München-Flughafen,48.3504044,11.7715032
DE019004,Pomellen,DE,An der Autobahn,17329,Nadrensee,53.3338668,14.3836726
DE019030,Neubrandenburg,DE,Ihlenfelder Str. 112-114,17034,Neubrandenburg,53.5713308,13.2839353
DE019101,Ludwigslust,DE,Am Brink 35,19288,Ludwigslust,53.3430693,11.4868783
DE019102,Laage,DE,Frachthofstr. 2,18299,Laage,53.9140778,12.290772
DE019103,Wismar,DE,Dr.-Leber-Str. 28,23966,Wismar,53.8888877,11.4687543
DE019104,Rostock,DE,Ost-West-Str. 12,18147,Rostock,54.0886707,12.1400211
DE019152,Wolgast,DE,Lange Str. 19/20,17438,Wolgast,54.0536473,13.7757809
DE019154,Mukran,DE,Baltische Str. 10,18546,Sassnitz,54.4871569,13.5819856
DE019180,Stralsund-Dänholm,DE,Rudenstr. 18,18439,Stralsund,54.3066431,13.1226688
DE019589,Abfertigungsstelle Landesmesse,DE,Messepiazza,70629,Stuttgart,48.6923741,9.1917358
DK000010,Post,DK,Kystvejen 16,2770,Kastrup,55.623911,12.674362
DK000020,Bane,DK,Toldbodvej 8,6330,Padborg,54.82818,9.346486
DK000460,Toldstyrelsen (old),DK,Carlsensvej 8,4600,Køge,55.453425,12.18823
DK000461,Færgeterminalen ved DFDS (old),DK,Dampfærgevej 32,2150,KØBENHAVN Ø,55.702826,12.593272
DK000462,Told Frihavnen (old),DK,Containervej 7,2150,Nordhavn,55.714147,12.597026
DK000463,Told Kystvejen (old),DK,Kystvejen 16,2770,KASTRUP,55.6357222,12.6469508
DK003100,Told Aalborg,DK,Skibsbyggerivej 5,9000,Aalborg,57.046487,9.945559
DK003101,Told Frederikshavn,DK,Færgehavnsvej 31,9900,Frederikshavn,57.434591,10.537014
DK003102,Told Hirtshals,DK,Dalsagervej 7,9850,Hirtshals,57.576094,9.986962
DK003103,Hanstholm Toldekspedition,DK,Kai Lindbergs Gade 200,7730,Hanstholm,57.11279,8.587776
DK003106,Post Danmark,DK,Chr. Damsgaardsgade 4,7730,Hanstholm,57.1150165,8.6144947
DK003761,Told Kvistgård (old),DK,Oldenvej 10,3490,KVISTGAARD,55.785597,12.462244
DK003762,Told Bornholm (old),DK,Munch Petersensvej 8,3700,RØNNE,55.0994511,14.7060906
DK003862,Told Billund Lufthavn (old),DK,Cargo Centervej 79,7190,BILLUND,55.736069,9.142706
DK003863,Told Esbjerg (old),DK,Zodiakvej 1,6700,ESBJERG,55.455905,8.488031
DK004700,Toldstyrelsen,DK,Slet Parkvej 1,8310,Tranbjerg,56.103278,10.149444
DK004701,Told Aarhus,DK,Østhavnsvej 31,8000,Århus,56.14713,10.241729
DK004702,Grenå Toldekspedition,DK,Bredstrupvej 40,8500,Grenå,56.421085,10.907975
DK004706,Herning Toldekspedition,DK,Brændgårdsvej 10,7400,Herning,56.1379757,8.9746623
DK005160,Told Køge (old),DK,Carlsensvej 8,4600,KØGE,55.453425,12.18823
DK005162,Told Nørre Alslev (old),DK,Herthadalvej 7,4880,NØRRE ALSLEV,54.903295,11.887525
DK005600,Skattecenter Middelfart,DK,Teglgaardsparken 99,5500,Middelfart,55.4993014,9.7392181
DK005601,Sydjyllands postcenter,DK,Teglgårdsparken 99,5503,Middelfart,55.498954,9.727466
DK005602,Fredericia Toldekspedition,DK,Centerhavn 23,7000,Fredericia,55.558152,9.743411
DK005603,Kokholm Toldekspedition,DK,Kokholm 10,6000,Kolding,55.532747,9.476525
DK005604,Told Padborg,DK,Toldbodvej 8,6330,Padborg,54.82818,9.346486
DK005606,Told Billund Lufthavn,DK,Cargo Centervej 79,7190,Billund,55.736069,9.142706
DK005607,Told Esbjerg Havn,DK,Zodiakvej 1,6700,Esbjerg,55.455905,8.488031
DK005610,Odense Toldekspedition,DK,Lerchesgade 35,5000,Odense,55.405103,10.383275
DK005612,Esbjerg Lufthavn,DK,John Tranumsvej 20,6705,Esbjerg,55.4664892,8.4520751
DK006600,Told Køge,DK,Carlsensvej 8,4600,Køge,55.453425,12.18823
DK006602,Told Nørre Alslev,DK,Herthadalvej 7,4880,Nørre Alslev,54.903295,11.887525
DK007900,Told Køge,DK,Carlsensvej 8,4600,Køge,55.453425,12.18823
DK007901,Færgeterminalen ved DFDS,DK,Dampfærgevej 32,2100,København Ø,55.702826,12.593272
DK007902,Told Frihavnen,DK,Containervej 7,2150,Nordhaven,55.714147,12.597026
DK007903,Told Kystvejen,DK,Kystvejen 16,2770,Kastrup,55.623911,12.674362
DK007904,Told Københavns Lufthavn,DK,Ankomsthallen,2770,Kastrup,55.6357222,12.6469508
DK007906,København Internationalt Postcenter,DK,Kystvejen 16,2770,Kastrup,55.623911,12.674362
DK007908,Told Kvistgård,DK,Oldenvej 10A,3490,Kvistgaard,55.994861,12.496188
DK007909,Told Bornholm,DK,Munch Petersensvej 8,3700,Rønne,55.0994511,14.7060906
DK008034,Skattestyrelsen Skive,DK,Jægervej 2,7800,Skive,56.549207,9.025008
DK008040,Skattestyrelsen Grenaa,DK,Bredstrupvej 40,8500,Grenaa,56.421085,10.907975
DK008047,Skattestyrelsen Aarhus,DK,Lyseng Allé 1,8270,Aarhus,56.109596,10.205806
DK008056,Skattestyrelsen Middelfart,DK,Teglgårdsparken 19,5500,Middelfart,55.499336,9.727394
DK008066,Skattecenter Køge (historisk),DK,Gymnasievej 21,4600,Køge,55.454586,12.170602
DK008079,Skattestyrelsen København,DK,Sluseholmen 8B,2450,København SV,55.648038,12.551691
DK008085,Skattestyrelsen Fredensborg,DK,Kratbjerg 236,3480,Fredensborg,55.967208,12.388971
DK009262,Centerhavn Toldekspedition,DK,Centerhavn 23,7000,FREDERICIA,55.558152,9.743411
DK009264,Told Padborg (old),DK,Toldbodvej 8,6330,PADBORG,54.82818,9.346486
DK009760,Told Aalborg,DK,Skibsbyggerivej 5,9000,AALBORG,57.046487,9.945559
DK009761,Told Frederikshavn (old),DK,Færgehavnsvej 31,9900,FREDERIKSHAVN,57.434591,10.537014
DK009762,Told Hirtshals (old),DK,Dalsagervej 7,9850,HIRTSHALS,57.576094,9.986962
DK009860,Told Aarhus (old),DK,Østhavnsvej 31,8000,Århus,56.14713,10.241729
EE0001EE,Maksu- ja Tolliamet,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE1000EE,Tolliformaalsuste osakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE1110EE,Kvaliteedi kontrolli üksus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE1111EE,Lennujaama kontroll,EE,Tartu mnt 101,10112,Tallinn,59.4372155,24.7453688
EE1112EE,Uurimisosakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE1113EE,Sadamate kontroll,EE,Uus-Sadama tn 24,10111,Tallinn,59.4433596,24.7673789
EE1114EE,Kaupade ja posti kontroll,EE,"Rukki tee 7 , Rae vald",11415,Tallinn,59.3609848,24.8605057
EE1115EE,Põhja II talitus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE1116EE,Kaupade kontroll,EE,Veose 4,74115,Maardu,59.4828416,24.9707249
EE1160EE,Paldiski piiripunkt,EE,Lõunasadama tee 11,76806,Paldiski,59.3348014,24.0817946
EE1210EE,Muuga tollipunkt,EE,Veose 4,74115,Maardu,59.4828416,24.9707249
EE1241EE,Laevaliikluskeskus,EE,"Veose 4, Laevaliikluskeskus (LLK)",74114,Maardu,59.468192,24.9896751
EE1310EE,Lennujaama tollipunkt,EE,Valukoja 32/3,11415,Tallinn,59.418496,24.8126662
EE3000EE,Klienditeeninduse osakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE3300EE,Pärnu teenindusbüroo,EE,Riia mnt 233A,80042,Pärnu,58.3625525,24.5603749
EE3310EE,Kuressaare teenindusbüroo,EE,Tallinna 58,93819,Kuressaare,58.259666,22.5024315
EE3700EE,Lääne talitus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE4000EE,Aktsiiside osakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE4100EE,Võru teenindusbüroo,EE,Põllu 2,65606,Võru,57.8423678,27.0181817
EE4110EE,Valga teenindusbüroo,EE,Kesk 12,68203,Valga,57.777632,26.033382
EE4120EE,Tartu teenindusbüroo,EE,Sõpruse pst 4,50050,Tartu,58.3791495,26.7535107
EE4400EE,Lõuna talitus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE4600EE,Luhamaa tollipunkt,EE,Luhamaa piiripunkt,65018,Võru maakond,57.6419801,27.3734142
EE4700EE,Luhamaa piiripunkt,EE,"Luhamaa, Setomaa vald",65018,Võru maakond,57.6421726,27.3729363
EE4800EE,Koidula maantee piiripunkt,EE,"Koidula küla, Setomaa vald",64004,Võru maakond,57.8395874,27.5985024
EE4810EE,Koidula raudtee piiripunkt,EE,"Koidula küla, Setomaa vald",64004,Võru maakond,57.8395874,27.5985024
EE5100EE,Narva teenindusbüroo,EE,Vestervalli 7,20307,Narva,59.3766729,28.1921457
EE5110EE,Rakvere teenindusbüroo,EE,Laada 4a,44310,Rakvere,59.3509189,26.3603156
EE5130EE,Sillamäe tollipunkt,EE,Tööstuse 14,40231,Sillamäe,59.3944755,27.7301363
EE5131EE,Sillamäe vabatsoon,EE,Tööstuse 14,40231,Sillamäe,59.3944755,27.7301363
EE5500EE,Narva raudtee piiripunkt,EE,Vaksali 14,20308,Narva,59.3698113,28.1956291
EE5600EE,Narva tollipunkt,EE,Peterburi maantee 1,20308,Narva,59.3766729,28.1921457
EE5800EE,Ida talitus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE7000EE,Tollikorralduse osakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE8888EE,Saadetiste tolliteenindus,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
EE9000EE,Tollikontrolli osakond,EE,Lõõtsa 8a,15176,Tallinn,59.4205975,24.8011266
ES0000DA,SERVICIO CENTRAL OEA,ES,"AVENIDA DEL LLANO CASTELLANO, 17",28071,MADRID,40.4874734,-3.6852983
ES000101,ADUANA AEROPUERTO VITORIA-FORONDA,ES,AEROPUERTO DE VITORIA-FORONDA,01196,FORONDA-VITORIA (ALAVA),42.8831599,-2.7279493
ES000141,ADUANA DE VITORIA - CARRETERA,ES,C/LERMANDABIDE 8 - POL IND JUNDIZ,01015,VITORIA (ALAVA),42.8465088,-2.6724025
ES000150,ADUANA DE VITORIA DOMICILIACIÓN,ES,"LERMANDABIDE, Nº 8",01015,VITORIA - (ÁLAVA),42.8465088,-2.6724025
ES000241,ADUANA DE ALBACETE DOMICILIACIÓN,ES,"FRANCISCO FONTECHA, Nº 2",02001,ALBACETE,38.9949066,-1.8553339
ES000301,ADUANA AEROPUERTO ALICANTE-ELCHE,ES,TERMINAL DE CARGA S/N,03195,ALICANTE,43.2992514,-2.9310862
ES000311,ADUANA DE ALICANTE - MARÍTIMA,ES,PLAZA PUERTA DEL MAR S/N,03002,ALICANTE,38.3442925,-0.4803816
ES000321,ADUANA DE TORREVIEJA,ES,"PUERTO PESQUERO, S/N",03181,TORREVIEJA (ALICANTE),37.5980317,-0.9765281
ES000401,ADUANA AEROPUERTO DE ALMERÍA,ES,CARRETERA DE MÍJAR,04071,ALMERÍA,36.8414197,-2.4628135
ES000411,ADUANA DE ALMERIA-MARÍTIMA,ES,MUELLE DE PONIENTE S/N,04071,ALMERIA,38.1883521,-0.5642154
ES000415,ALMERÍA-MARÍTIMA CARBONERAS,ES,"MUELLE DE PONIENTE, S/N",04071,ALMERÍA,38.1883521,-0.5642154
ES000441,ADUANA DE ALMERIA-CARRETERA,ES,MUELLE DE PONIENTE S/N,04071,ALMERIA,38.1883521,-0.5642154
ES000641,ADUANA DE BADAJOZ-CARRETERA.,ES,"PASEO SAN FRANCISCO, 16-6ª PLANTA",06071,BADAJOZ,38.878187,-6.9701115
ES000671,ADUANA DE BADAJOZ-FERROCARRIL,ES,"PASEO SAN FRANCISCO, 16-6",06071,BADAJOZ,38.8767924,-6.9737859
ES000701,ADUANA AEROPUERTO PALMA MALLORCA,ES,TERMINAL DE CARGA DE SON SAN JOAN,07071,PALMA DE MALLORCA,39.5695818,2.6500745
ES000707,ADUANA AEROPUERTO DE IBIZA,ES,SAN JOSE DE SA TALAYA,07071,IBIZA (BALEARES),38.9743901,1.4197463
ES000708,ADUANA AEROPUERTO DE MAHÓN,ES,"CARRETERA DE SAN CLEMENTE, S/N",07701,MAHÓN/MAÓ,39.8894922,4.2662071
ES000711,ADUANA DE PALMA DE MALLORCA,ES,MUELLE VIEJO S/N,07012,PALMA DE MALLORCA,39.8389063,3.1364972
ES000717,ADUANA DE ALCUDIA,ES,MUELLE VIEJO S/N,07012,PALMA DE MALLORCA,39.8389063,3.1364972
ES000721,ADUANA DE IBIZA MARITIMA,ES,"AVDA.BARTOLOMÉ ROSELLÓ, Nº21-2",07871,IBIZA,38.910072,1.430454
ES000725,ADUANA DE FORMENTERA-LA SAVINA,ES,"AVDA. BARTOLOMÉ ROSELLÓ, 21-2",07871,IBIZA-ISLAS BALEARES,38.910072,1.430454
ES000731,ADUANA DE MAHON - MARITIMA,ES,"PLA DE BAIXAMAR, 1",07701,MAHON,39.8899561,4.2664144
ES000801,ADUANA AEROPUERTO BARCELONA EL PRAT,ES,CENTRO DE CARGA AÉREA,08820,EL PRAT DE LLOBREGAT (BARCELONA),40.4571279,-3.5813528
ES000811,ADUANA DE BARCELONA - MARÍTIMA,ES,"PG. JOSEP CARNER, 27",08038,BARCELONA,41.3748572,2.1772386
ES000812,ADUANA DE BARCELONA-MARÍTIMA EXPORT,ES,"PASEO DE COLÓN, 27",08004,BARCELONA,41.3825802,2.177073
ES000821,ADUANA DE BARCELONA-ZONA FRANCA,ES,"PG.JOSEP CARNER,27",08038,BARCELONA,41.3748572,2.1772386
ES000841,ADUANA DE BARCELONA - CARRETERA,ES,"PG.JOSEP CARNER,27",08038,BARCELONA,41.3748572,2.1772386
ES000851,ADUANA DE BARCELONA FERIA MUESTRAS,ES,"PASEO DE COLÓN, 27",08004,BARCELONA,41.3825802,2.177073
ES000855,ADUANA DE BARCELONA CENTRALIZADORA,ES,"PG. JOSEP CARNER, 27",08038,BARCELONA,41.3825802,2.177073
ES000860,ADUANA DE BARCELONA-DOMICILIACIÓN,ES,"PG. JOSEP CARNER, 27",08071,BARCELONA,41.3748599,2.177431
ES000881,ADUANA DE BARCELONA-FFCC.- MORROT,ES,"PG.JOSEP CARNER, 27",08038,BARCELONA,41.3748572,2.1772386
ES000941,ADUANA DE BURGOS CARRETERA,ES,VITORIA 39 - 2ª PLANTA,09071,BURGOS,42.343926,-3.696977
ES001041,ADUANA DE CÁCERES-CARRETERA,ES,"COMANDANTE SÁNCHEZ HERRERO, 4",10071,CÁCERES,39.4745175,-6.3716761
ES001101,ADUANA AEROPUERTO JEREZ DE LA FRONT,ES,"PLAZA DE LAS MARINAS, 1",11407,JEREZ DE LA FRONTERA (CADIZ),36.6816936,-6.1377402
ES001111,ADUANA DE CADIZ - PRINCIPAL,ES,PLAZA DE SEVILLA S/N,11006,CADIZ,36.5299867,-6.2890914
