customs_office_id,name,country,street_and_address,postcode,city,latitude,longitude
AT010000,Zollamt Österreich,AT,Conrad von Hötzendorf-Str. 14-18,8010,Graz,47.0623169,15.4432811
AT010100,Dienststelle NORD,AT,Brehmstraße 14,1110,Wien,48.1767705,16.401981
AT010200,Dienststelle OST,AT,Flughafen Wien,1300,Wien-Flughafen,48.120886,16.5627437
AT010300,Dienststelle SÜD,AT,Siriusstraße 11,9020,Klagenfurt,46.6190932,14.3208055
AT010400,Dienststelle MITTE,AT,Aigner Straße 10,5026,Salzburg,47.7964711,13.0643166
AT010500,Dienststelle WEST,AT,Senderstrasse 30,6960,Wolfurt,47.4584519,9.73074
AT100000,Wien,AT,Brehmstraße 14,1110,Wien,48.1767705,16.401981
AT100003,Zollamt Österreich (ZVZ),AT,Vordere Zollamtsstraße 5,1030,Wien,48.2088603,16.3848018
AT100200,Hafen Wien,AT,Seitenhafenstrasse 15,1020,Wien,48.1830435,16.4582378
AT100900,Wien/Post,AT,Halban-Kurz-Straße 5,1230,Wien,48.1339689,16.3637803
AT230000,St. Pölten,AT,Daniel Gran-Strasse 8,3100,St. Pölten,48.2102743,15.6320922
AT230200,Mistelbach,AT,Mitschastrasse 5,2130,Mistelbach,48.5669093,16.5736813
AT240000,Krems,AT,Rechte Kremszeile 58,3500,Krems an der Donau,48.409666,15.6217156
AT240100,Hafen Krems,AT,Karl Mierka Strasse 7-9,3500,Krems,48.4031221,15.6445782
AT240200,Amstetten,AT,Graben 7,3300,Amstetten,48.1222302,14.8711326
AT240400,Gmünd-Nagelberg,AT,Nagelberger Strasse 47,3871,Nagelberg,48.821687,14.97002
AT240500,Hollabrunn,AT,Babogasse 9,2020,Hollabrunn,48.565234,16.0818254
AT250000,Wiener Neustadt,AT,Neunkirchner Strasse 94,2700,Wiener Neustadt,47.795528,16.2187588
AT250100,Wiener Neudorf,AT,"IZ NÖ Süd, Strasse 7, Objekt 58/B6",2355,Wiener Neudorf,48.083362,16.3143717
AT250101,Wr. Neudorf Außenstelle Abfertigung,AT,"IZ NÖ Süd, Strasse 7, Objekt 15",2355,Wiener Neudorf,48.083362,16.3143717
AT320000,Eisenstadt,AT,Neusiedlerstraße 46,7001,Eisenstadt,47.8468969,16.5332635
AT320200,Eisenstadt/Strasse,AT,"KontrPl. Polizei, Eisenstadt B50",7000,Eisenstadt,47.8454821,16.5249288
AT320300,Nickelsdorf,AT,Neue Teilung 8,2425,Nickelsdorf an der Leitha,47.9267489,17.1089817
AT320400,Heiligenkreuz,AT,Europastraße 1,7561,Heiligenkreuz im Lafnitztal,46.9696314,16.2746686
AT320600,Schachendorf,AT,Schachendorf 147,7472,Schachendorf,47.2630908,16.4423433
AT330000,Flughafen Wien,AT,Flughafen Wien,1300,Wien-Flughafen,48.1202991,16.5646042
AT330100,Flughafen Wien Güterabfertigung,AT,Flughafen Wien,1300,Wien-Flughafen,48.1202991,16.5646042
AT330200,Flughafen Wien Reisendenabfertigung,AT,Flughafen Wien,1300,Wien-Flughafen,48.1202991,16.5646042
AT330300,Maria Lanzendorf,AT,Wiener Straße 26,2326,Maria Lanzendorf,48.0987185,16.4195246
AT330400,Flughafen Wien Cargo Center Nord,AT,Flughafen Wien,1300,Wien-Flughafen,48.1202991,16.5646042
AT420000,Klagenfurt,AT,Siriusstraße 11,9020,Klagenfurt,46.6190932,14.3208055
AT420100,Klagenfurt Flughafen/Strasse,AT,"Flughafenstraße, Hangar 2",9020,Klagenfurt,46.6508918,14.3144179
AT430000,Villach,AT,Ackerweg 19,9500,Villach,46.5942052,13.8416356
AT430100,Bahnhof Villach Süd,AT,Ackerweg 19,9500,Villach,46.5942052,13.8416356
AT520000,Linz,AT,Bahnhofplatz 7,4020,Linz,48.2898117,14.2902866
AT520100,Flughafen Linz,AT,Flughafenstraße 3,4063,Hörsching,48.4463272,15.6284522
AT520300,Hafen Enns,AT,Donaustrasse 3,4470,Enns,48.2340873,14.5134474
AT530000,Wels,AT,Dragonerstrasse 31,4600,Wels,48.1559815,14.0127915
AT530200,Suben,AT,Suben 25,4975,Suben,48.405576,13.4277511
AT530300,Schärding,AT,Gerichtsplatz 2,4780,Schärding,47.098494,13.637259
AT600000,Salzburg,AT,Aigner Straße 10,5026,Salzburg,47.7964967,13.0643669
AT600200,Flughafen Salzburg,AT,Wilhelm-Spazier-Strasse 2,5020,Salzburg,47.7962915,13.0059678
AT600201,Flughafen Salzburg Reisendenabf.,AT,Innsbrucker Bundesstraße 95,5020,Salzburg,47.793725,12.9975232
AT600300,Zollstelle Güterverkehr Straße,AT,Bachstraße 75,5020,Salzburg,47.8245312,13.0617235
AT600400,Liefering/Bahn,AT,Terminalstraße 2,5071,Wals,48.1802857,14.0518205
AT700000,Graz,AT,Conrad von Hötzendorf-Str. 14-18,8010,Graz,47.0624832,15.4431564
AT700100,Flughafen Graz,AT,Flughafenstraße 51,8073,Feldkirchen bei Graz,46.9960059,15.4440822
AT700200,Containerterminal Werndorf,AT,Am Terminal 1,8402,Werndorf,46.9341093,15.4662375
AT700300,Leoben,AT,Leobnerstrasse 100,8712,Niklasdorf,47.3886126,15.1333939
AT700400,Spielfeld,AT,Bundesstraße 5,8472,Spielfeld,46.7067148,15.6333168
AT700500,Werndorf,AT,"Am Terminal 5, Tür 5c",8073,Werndorf,46.9247164,15.4909271
AT800000,Innsbruck,AT,Innrain 32,6021,Innsbruck,47.2656228,11.3878831
AT800200,Flughafen Innsbruck,AT,Fürstenweg 180,6020,Innsbruck,47.2574763,11.3510439
AT800300,Hall,AT,Löfflerweg 35,6060,Hall in Tirol,47.2746164,11.4750271
AT800600,Lienz,AT,Dolomitenstraße 1,9900,Lienz in Osttirol,46.8278421,12.7613099
AT800700,Kufstein,AT,Oskar Pirlo-Straße 15,6330,Kufstein,47.5883727,12.172347
AT800900,Martinsbruck,AT,Martinsbruck 173,6543,Nauders,46.8917562,10.5026037
AT801000,Pfunds Spiss,AT,Kajetansbrücke 414,6542,Pfunds,46.9517064,10.5115533
AT920000,Feldkirch,AT,Galuragasse 3,6800,Feldkirch,47.2447019,9.605864
AT920002,Aussenstelle Feldkirch,AT,Schillerstraße 2,6800,Feldkirch,47.2366697,9.5925208
AT920100,Buchs/Bahnhof,AT,Galuragasse 3,6800,Feldkirch,47.2447019,9.605864
AT920400,Tisis,AT,Lichtensteiner Strasse 139a,6800,Feldkirch,47.2375671,9.5981724
AT920700,Meiningen,AT,Schweizer Strasse 94,6812,Meiningen,47.3047207,9.5720908
AT920900,Mäder,AT,Rheinstrasse 52,6841,Mäder,47.3493178,9.6182347
AT930000,Wolfurt,AT,Senderstrasse 30,6960,Wolfurt,47.4584519,9.73074
AT930100,Wolfurt/Post,AT,Senderstrasse 10,6960,Wolfurt,47.4554021,9.7391921
AT930101,Wolfur/Post Selbstverzollung,AT,Senderstrasse 10,6960,Wolfurt,47.4554021,9.7391921
AT930200,Hohenems,AT,Diepoldsauer Straße 134,6845,Hohenems,47.3772929,9.6717826
AT930300,Lustenau,AT,Reichsstraße 28,6890,Lustenau,47.4276538,9.6599406
AT930400,Schmitterbrücke,AT,Schmitternstraße 23,6890,Lustenau,47.4276538,9.6599406
AT930600,Höchst,AT,Hauptstrasse 2,6973,Höchst,47.4598203,9.6379578
AT930800,Seehafen Bregenz,AT,Seestrasse 4,6901,Bregenz,47.5061614,9.7478964
AT930900,St. Margrethen,AT,Altfeldstraße 13,CH-9430,St. Margrethen (Schweiz),47.4536746,9.639014
BE000001,BRUSSEL - ZENTRAL DIREKTION,BE,North Galaxy-Blvd Roi Albert II-33,1030,BRUXELLES,50.8465573,4.351697
BE000011,OPS - Composante centrale,BE,"Bld du Roi Albert II, 33, bte 372",1030,1030 Bruxelles,50.8465573,4.351697
BE000033,Algemene Administratie D&A,BE,Koning Albert II-laan 33 bus 903,1030,Brussel,50.8465573,4.351697
BE000034,Administration générale des D&A,BE,"Bd Roi Albert II, 33, bte 903",1030,Bruxelles,50.86135669999999,4.3583454
BE000100,Bureau Unique des Douanes & Accises,BE,"Bld du Roi Albert II, 33, bte 388",1030,Bruxelles,50.8465573,4.351697
BE100000,ANTWERPEN (REGIONALDIREKTION),BE,ELLERMANSTRAAT 21 (NOORDSTERGEBOUW),2060,ANTWERPEN,51.2211097,4.3997081
BE100001,ABC Antwerpen,BE,Ellermanstraat 21,2060,Antwerpen,51.2303108,4.4152081
BE100011,OPS - Vergunningen Antwerpen,BE,Ellermanstraat 21 (Noordstergebouw),2060,Antwerpen,51.2211097,4.3997081
BE101000,ANTWERPEN DAE,BE,ELLERMANSTRAAT 21 (NOORDSTERGEBOUW),2060,ANTWERPEN,51.2211097,4.3997081
BE200000,BRUSSEL (REGIONALDIREKTION),BE,BLVD DU JARDIN BOTANIQUE 50 - B 320,1000,BRUSSEL,50.8465573,4.351697
BE200001,CAC Bruxelles,BE,boulevard du Jardin Botanique 50,1000,Bruxelles,50.8530307,4.3642493
BE200011,OPS - Autorisations Bruxelles,BE,Bld du Jardin Botanique 50,1000,Bruxelles,50.8465573,4.351697
BE204000,BRUXELLES DE,BE,RUE DE L'ENTREPOT 11,1020,BRUXELLES,50.8698699,4.3513415
BE212000,ZAVENTEM D,BE,Bedrijvenzone Machelen Cargo 706,1830,MACHELEN,50.9031907,4.450982
BE300000,GENT (REGIONALDIREKTION),BE,A.C. TER PLAETEN ST-LIEVENSLAAN 27,9000,GENT,51.0538286,3.7250121
BE300001,ABC Gent,BE,R.A.C. Ter Plaeten - Sint-Lievensla,9000,Gent,51.0538286,3.7250121
BE300002,ABC Roeselare,BE,Administratief Centrum Rondekomstra,8800,Roeselare,50.9444948,3.124765
BE300011,OPS - VergunningenGent,BE,"Sint-Lievenslaan, 27-33",9000,Gent,51.0387568,3.7364103
BE312000,GENT DAE,BE,SINT-LIEVENSLAAN 27,9000,GENT,51.0387841,3.7322151
BE343000,ZEEBRUGGE D,BE,MINISTER BEERNAERTSTRAAT 3,8380,ZEEBRUGGE (BRUGGE),51.3283254,3.1897606
BE400000,HASSELT (REGIONALDIREKTION),BE,VOORSTRAAT 43 POSTBUS 70,3500,HASSELT,50.9303735,5.3378043
BE400001,ABC Hasselt,BE,"R.A.C. Voorstraat, 43 bus 74",3500,Hasselt,50.9303735,5.3378043
BE400002,ABC Mechelen,BE,Zwartzustersvest 24,2800,Mechelen,51.0317386,4.4854687
BE400003,ABC Turnhout,BE,Guldensporenlei 66,2300,Turnhout,51.3261771,4.9357345
BE400011,OPS - Vergunningen Hasselt,BE,Voorstraat 43 Pb 70,3500,Hasselt,50.9303735,5.3378043
BE408000,HASSELT DA,BE,Voorstraat 43 postbus 76 Blok E,3500,HASSELT,50.9303735,5.3378043
BE424000,TIENEN DAE,BE,INDUSTRIEPARK-SOLDATENPLEIN Z 2 /45,3300,TIENEN,50.8074825,4.9371775
BE432000,GEEL DAE,BE,RAC DE WERFT WERFT 65,2440,GEEL,51.1610826,4.9903187
BE500000,LIEGE (REGIONALDIREKTION),BE,CAE RUE DE FRAGNEE 40,4000,LIEGE,50.6257587,5.57246
BE500001,CAC Liège,BE,Rue de Fragnée 2 bte 213,4000,Liège,50.6450944,5.5736112
BE500002,CAC Luxembourg - Arlon,BE,Place des Fusillés 10,6700,Arlon,49.6814629,5.8056361
BE500003,CAC Eupen,BE,Vervierserstrasse 17,4700,Eupen,50.6319274,6.0258902
BE500011,OPS - Autorisations Liège/Eynatten,BE,"Rue de Fragnée, 2 Bk 212",4000,Lüttich,50.6236047,5.5729898
BE501000,ARLON DA,BE,CAE PLACE DES FUSILLES,6700,ARLON,49.6834601,5.8167711
BE514000,EYNATTEN (RAEREN) Z,BE,AUTOROUTE ROI BAUDOUIN,4731,EYNATTEN,50.6935863,6.081697
BE531000,LIEGE (MONSIN),BE,ILE MONSIN,4020,LIEGE,50.6541853,5.6264244
BE532000,BIERSET (GRACE-HOLLOGNE) DE,BE,Rue Blériot bte 3/3 Liège-Logistics,4460,GRACE-HOLLOGNE,50.6323039,5.4768436
BE600000,MONS (REGIONALDIREKTION),BE,CAE CHEMIN DE L'INQUIETUDE,7000,MONS,50.4521952,3.9361015
BE600001,CAC Mons,BE,Avenue Mélina Mercouri 1,7000,Mons,50.4547673,3.9400818
BE600002,CAC charleroi,BE,Rue Jean Monnet 14,6000,Charleroi,50.4070952,4.4369193
BE600003,CAC Namur,BE,Rue de Gembloux 500 bte 1,5002,Namur,50.4665284,4.8661892
BE600011,OPS - Autorisations Mons,BE,Avenue Melina Mercouri,7000,Mons,50.4547673,3.9400818
BE632000,LA LOUVIERE DAE,BE,BVD DE LA TECHNICITE 18,7110,HOUDENG-GOEGNIES,50.4935738,4.167932
BE648000,NAMUR DA,BE,RUE DE GEMBLOUX 500,5002,NAMUR (Saint - Servais),50.4801298,4.8358038
BE663000,SHAPE (CASTEAU),BE,Bld 210 - Room 111A (office)/113,7950,CHIEVRES,50.5699999,3.7793462
BE680000,GOSSELIES (CHARLEROI) DAE,BE,AEROPORT BUILDING S7-1er ETAGE,6041,GOSSELIES,50.4653846,4.4301757
BE683000,CHIEVRES (C.A.B.),BE,Bld 210 - Room 111A (office)/113,7950,CHIEVRES,50.5699999,3.7793462
BE700001,ABC Leuven,BE,"Philipssite, 3A bus 4",3001,Leuven,50.879202,4.7011675
BE700011,OPS - Vergunningen Leuven,BE,Philips-site 3A,3001,Leuven,50.879202,4.7011675
BE800000,Enquête et Recherche,BE,"av Roi Albert II, 33",1000,Bruxelles,50.8465573,4.351697
BE800001,E&R Anvers,BE,Ellermansstraat 21,2000,Anvers,51.2211097,4.3997081
BE800002,E&R Bruxelles,BE,"av Roi Albert II, 33",1000,Bruxelles,50.8465573,4.351697
BE800003,E&R Gand,BE,Rooiegemlaan 313,9000,Gand,51.0538286,3.7250121
BE800004,E&R Liège,BE,"Rue de Fragnée, 2",4000,Liège,50.6263401,5.5723843
BE800005,E&R Mons,BE,Chemin de l'Inquiétude,7000,Mons,50.451443,3.9355187
BG001000,ТУ на ТД Митница Бургас,BG,ул. Кн. Ал.Батенберг No 1,8000,Бургас,42.4936616,27.4721276
BG001002,МП Летище Бургас,BG,кв. Сарафово,8007,Бургас,42.5608286,27.5229259
BG001003,МП М.Търново,BG,Малко Търново,8350,Малко Търново,41.9803021,27.5244404
BG001005,МБ Нефтохимически комбинат,BG,МБ НХК Бургас,8104,Бургас,42.4936616,27.4721276
BG001007,МП Пристанище Бургас център,BG,ул. Княз Ал. Батенберг No 1,8000,Бургас,42.4936616,27.4721276
BG001008,МБ Свободна Зона,BG,ул. Кн. Ал. Батенбер №1,8000,Бургас,42.50479259999999,27.4626361
BG001009,МБ Сливен,BG,"бул. Банско шосе No 5, ет. 4",8800,Сливен,42.6817633,26.3153528
BG001010,МБ Ямбол,BG,"ул. Димитър Благоев No 13, ет. 2",8600,Ямбол,42.483935,26.5105553
BG001011,МП Лесово,BG,Лесово,8754,с. Лесово,41.9948615,26.5726682
BG001012,МП Царево,BG,"гр. Царево, обл. Бургас, Пристанище",8260,Царево,42.1702827,27.8482856
BG001013,МП Нефтопристанище,BG,"парк Росенец, нефтен терминал",8104,Бургас,42.4936616,27.4721276
BG001014,МП Ж.П. Гара Свиленград,BG,ул. Асен Илиев No 4,6500,Свиленград,41.7738812,26.1453301
BG001015,МП Капитан Андреево,BG,ГККП Капитан Андреево,6500,"с. Капитан Андреево, 6530",41.721028,26.3204054
BG002000,ТД Митница Варна,BG,пл. Славейков No 2,9000,Варна,43.1983685,27.9138637
BG002002,МП Варна-Запад,BG,Пристанище Варна - Запад,9160,Девня,43.1927112,27.6490356
BG002003,МП Летище Варна,BG,Летище Варна,9000,Варна,43.233936,27.8233416
BG002005,МП Пристанище Варна,BG,пл. Славейков No 2,9000,Варна,43.1983685,27.9138637
BG002006,МП Пристанище Леспорт,BG,Пристанище Леспорт,9140,Тополи,43.2164126,27.8212023
BG002007,МП Варна-Ферибот,BG,Фериботен комплекс Варна,9178,Белослав,43.1905492,27.7048397
BG002008,МБ Шумен,BG,бул. Рижки проход No 54,9700,Шумен,43.2703797,26.9247362
BG002009,МБ Добрич,BG,ул. Независимост No 36,9300,Добрич,43.5688397,27.8297415
BG002010,МП Балчик,BG,"ул. Приморска No 1, п.к. 41",9300,Балчик,43.4259186,28.1602967
BG003000,ТД Митница Пловдив,BG,ул. Кукленско шосе No 32,4004,Пловдив,42.1418541,24.7499297
BG003001,МБ Казанлък,BG,ул.Розова долина No 53,6100,Казанлък,43.8416582,25.9640142
BG003002,МП Летище Пловдив,BG,Летище Пловдив,4009,с. Крумово,42.0673863,24.8547774
BG003004,МБ Пазарджик,BG,ул. Стефан Стамболов No 18,4400,Пазарджик,42.1884549,24.3318993
BG003005,МБ Свободна зона Пловдив,BG,бул. В. Левски No 242А,4003,Пловдив,42.1418541,24.7499297
BG003006,МБ Смолян,BG,ул. Хаджи Иван Бечев No1,4700,Смолян,41.5768238,24.7010351
BG003007,МБ Карлово,BG,ул. Теофан Райнов,4300,Карлово,42.6358156,24.8048226
BG003008,МБ Стара Загора,BG,кв. Голеш,6000,Стара Загора,42.7231724,24.140999
BG003009,МБ Пловдив,BG,"ул. Кукленско шосе № 32, п.к. 4004",4004,гр. Пловдив,42.1528097,24.7298001
BG003010,МБ Свиленград,BG,ул. Асен Илиев No 1,6500,Свиленград,41.7663543,26.1986751
BG003011,МБ Кърджали,BG,бул. България No 98,6600,Кърджали,41.6441382,25.3688002
BG003012,МБ Хасково,BG,бул. Съединение 78,6300,Хасково,41.9309428,25.5942811
BG003013,МБ Интермодален терминал,BG,Територия на ИМТ,4208,"с.Златитрап, обл.Пловдив",42.1155757,24.6388585
BG004000,ТД Митница Русе,BG,бул. Липник No 117,7001,Русе,43.8464347,25.9634781
BG004002,МБ Разград,BG,ул. Бели Лом No 40,7200,Разград,43.5258211,26.5230603
BG004006,МП Пристанище,BG,Пристанищен комплекс Русе - Изток,7001,Русе,43.8350657,25.9579915
BG004011,МБ Търговище,BG,ул. Трайко Китанчев No 37,7700,Търговище,43.251196,26.5727944
BG004014,МП Силистра,BG,ул. Цар Шишман No 5,7900,Силистра,44.118308,27.2600031
BG004201,МБ Враца,BG,УЛ. В. КЪНЧОВ No 86,3000,Враца,43.2028209,23.548027
BG004203,МП Оряхово,BG,ул. Драгоман No 1,3300,Оряхово,43.7346254,23.9591325
BG004205,МП Пристанище Лом,BG,ул. Дунaвска 44,3600,Лом,43.8201697,23.2386638
BG004210,МБ Монтана,BG,"ул. Юлиус Ирасек № 4, ет.4",3400,Монтана,43.4088984,23.2203193
BG004211,МБ Видин,BG,Северна промишлена зона,3700,Видин,44.0065465,22.9062302
BG004212,МП Брегово,BG,ГКПП Брегово,3790,Брегово,44.1535829,22.6330359
BG004213,МП Връшка чука,BG,ГКПП Връшка чука,3800,Кула,43.8481012,22.3826462
BG004300,МП Пристанище Свищов,BG,ул. Дунав No 10,5250,Свищов,42.7077849,23.3295972
BG004301,МБ Габрово,BG,ул. Станционна No 14,5300,Габрово,42.8710344,25.315798
BG004303,МП Летище Горна Оряховица,BG,Летище Горна Оряховица,5100,Горна Оряховица,43.1498033,25.7185689
BG004304,МБ Ловеч,BG,ул. Осъмска No 235,5500,Ловеч,43.1349971,24.715431
BG004306,МБ Плевен,BG,"ул. Градишко шосе No 6, ет.2",5800,Плевен,43.409022,24.6180123
BG004307,МП Сомовит,BG,ул. Иван Вазов No 2,5959,Сомовит,42.0580569,25.5998914
BG004309,МБ Севлиево,BG,ул. Стефан Пешев No 161,5400,Севлиево,43.0263036,25.1040867
BG004311,МБ Троян,BG,ул. Васил Левски No 477,5600,гр. Траян,42.8910207,24.7128768
BG005100,МБ Летище София,BG,бул. Брюксел No 1,1540,София,42.6830742,23.4013235
BG005106,МП Летище София-пътници,BG,бул. Брюксел 1,1540,София,42.6869722,23.4023106
BG005107,МП Аерогара София - товари,BG,бул. Брюксел No 1,1540,София,42.6830742,23.4013235
BG005700,МБ Благоевград,BG,ул. Покровнишко шосе п.к. No 39,2700,Благоевград,42.0111077,23.0906457
BG005701,МБ Гоце Делчев,BG,ул. Панаирски ливади No 18,2900,Гоце Делчев,41.5733011,23.7281082
BG005702,МП Гюешево,BG,ГКПП Гюешево,2570,с. Гюешево,42.2190254,22.4603031
BG005703,МП Златарево,BG,ГКПП Златарево,2898,с. Златарево,41.3969185,22.9690815
BG005704,МБ Кулата,BG,"с.Кулата, община Петрич, п.к. 2686",2868,Кулата,41.3884801,23.3655799
BG005705,МБ Кюстендил,BG,ул. Петър Берон No 30,2500,Кюстендил,42.2809956,22.6890196
BG005706,МП Логодаж,BG,Логодаж,2737,с. Логодаж,41.9930956,22.934209
BG005707,МП Олтоманци,BG,ГКПП Олтоманци,2500,Олтоманци,42.4110585,22.5480287
BG005800,ТД Митница София,BG,ул. Веслец No 84,1202,София,41.6313196,25.4302938
BG005801,МБ Ботевград,BG,бул. 3 март No 28,2140,Ботевград,42.9078544,23.7929451
BG005803,МБ Драгоман,BG,ул. Никола Йонков Вапцаров No 7,2210,Драгоман,42.9218621,22.93018
BG005804,МП Калотина,BG,ГКПП Калотина,2212,с. Калотина,42.9952378,22.8391193
BG005805,МБ Перник,BG,ул. Владайско въстание No 1,2304,Перник,42.6092185,23.0309457
BG005807,МБ София-Запад,BG,бул. Рожен No 41,1271,София,42.6977028,23.3217359
BG005808,МБ София-Изток,BG,кв Ботунец,1870,София,42.7394277,23.5115763
BG005809,МП Стрезимировци,BG,ГКПП Стрезимировци,2482,с. Стрезимировци,42.7983313,22.4497766
BG005810,МБ БРСЦ,BG,"ж.к Враждебна,ул.Челопешко шосе №36",1839,София,42.6977028,23.3217359
BG005811,МБ Слатина,BG,ул. „Веслец” № 84,1202,София,41.6313196,25.4302938
BG009999,Централно митническо управление,BG,ул. Г. С. Раковски 47,1202,София,42.6977028,23.3217359
CH001001,Zoll Nord - Zentralstelle gVV,CH,Postfach,5001,CH - 5001 Aarau,47.390434,8.0457015
CH001004,Aufgabenvollzug Zoll Nord,CH,Elisabethenstrasse 31,4010,Basel,47.551588,7.5912222
CH001141,Douane Centre - Boncourt-Delle-Auto,CH,Case Postale 72,2926,BONCOURT,47.4979359,7.0127433
CH001251,Zoll Nord - Basel Mitte EVO,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001252,Zoll Nord - Basel Mitte Konv.,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001253,Zoll Nord - Basel Mitte Kurier,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001454,Zoll Nord - Basel Mitte Messe,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001471,Zoll Nord - Basel Mitte Rheinhäfen,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001501,Zoll Nord - Riehen,CH,Lörracherstrasse 165,4125,Riehen,47.5951134,7.6553906
CH001551,Zoll Nord - Grenzacherstrasse,CH,Hörnliallee 8,4125,Riehen,47.5627988,7.6349113
CH001571,Zoll Nord - Basel Mitte UBF,CH,"Wiesendamm 4, Postfach 133",4019,CH - 4019 Basel,47.5818199,7.589065000000001
CH001591,Zoll Nord - Stein/Bad Säckingen,CH,Fricktalerstr. 1,4332,Stein AG,47.5451212,7.9540042
CH001601,Zoll Nord - Laufenburg,CH,Flösserstrasse 2,5080,Laufenburg,47.5174431,8.2316546
CH001631,Zoll Nord - Brugg,CH,Wildischachenstrasse 14,5200,Brugg,47.4686435,8.1858136
CH001661,Zoll Mitte - Bern,CH,"Bogenschützenstrasse 9B, Postfach",3001,BERN,46.9481496,7.438201
CH001671,Zoll Mitte - Bern Belp,CH,Flughafen,3123,Belp,46.9122134,7.4985974
CH001711,Zoll Nord - Basel Flughafen Fracht,CH,Postfach,4030,Basel,47.5595986,7.5885761
CH001712,Zoll Nord - Basel Flughafen Kurier,CH,Postfach,4030,Basel,47.5581077,7.5878261
CH001731,Zoll Nord - Pratteln,CH,Hohenrainstrasse 12c,4133,Pratteln,47.525434,7.7000759
CH001801,Zoll Nord - Basel/Weil Rhein-Autoba,CH,Postfach 246,4019,Basel,47.5581077,7.5878261
CH001841,Zoll Nord - Basel/St.Louis Autobahn,CH,Neudorfstrasse,4025,Basel,47.4116486,8.5478089
CH001921,Zoll Nord - Rheinfelden Autobahn,CH,Im Weiherfeld,4310,Rheinfelden,47.6408846,8.0719721
CH002001,Zoll Nordost - Kompetenzzentrum gVV,CH,Postfach 2336,8280,Kreuzlingen,47.6464362,9.1725621
CH002003,Aufgabenvollzug Zoll Nordost,CH,Bahnhofstrasse 62,8200,Schaffhausen,47.6960491,8.634513
CH002041,Zoll Nord - Koblenz,CH,Zollplatz 1,5322,Koblenz,47.6078882,8.2337262
CH002091,Zoll Nordost - Trasadingen,CH,"Zollstrasse 87, Postfach 280",8240,Thayngen,47.7470005,8.7061689
CH002151,Grenzübergang SCHLEITHEIM,CH,"Postfach 1776, Bleicheplatz 2",8226,Schaffhausen,47.6960491,8.634513
CH002261,Zoll Nordost - Rafz-Solgen,CH,Embraport 1,8424,Embrach,47.5189141,8.5915045
CH002291,Zoll Nordost - Neuhausen,CH,"Zollstrasse 87, Postfach 280",8240,Thayngen,47.7470005,8.7061689
CH002311,Zoll Nordost - Bargen,CH,"Zollstrasse 87, Postfach 280",8240,Thayngen,47.7470005,8.7061689
CH002411,Zoll Nordost - Ramsen,CH,"Zollstrasse 87, Postfach 280",8240,Thayngen,47.7470005,8.7061689
CH002471,Zoll Nordost - Thayngen,CH,"Zollstrasse 87, Postfach 280",8240,Thayngen,47.7470005,8.7061689
CH002621,Zoll Nordost - Kreuzlingen Autobahn,CH,Postfach 2336,8080,Kreuzlingen,47.6464362,9.1725621
CH002671,Zoll Nordost - Romanshorn,CH,Friedrichshafnerstrasse 50a,8590,Romanshorn,47.5633563,9.3811311
CH002711,Zoll Nordost - Zürich,CH,Embraport 3b,8424,Embrach,47.516738,8.5932649
CH002751,Zoll Nordost - Zürich 1,CH,Embraport 1,8424,Embrach,47.5189141,8.5915045
CH002752,Zoll Nordost - Zürich 2,CH,Embraport 1,8424,Embrach,47.5189141,8.5915045
CH002753,Zoll Nordost - Zürich 3,CH,Embraport 1,8424,Embrach,47.5189141,8.5915045
CH002754,Zoll Nordost - Zürich Kurier,CH,Embraport 1,8424,Embrach,47.5189141,8.5915045
CH002755,Zoll Nordost - Zürich Messe,CH,Empraport 1,8058,Embrach,47.5056384,8.5941089
CH002756,Zoll Nordost - Mülligen,CH,"Zürcherstrasse 161, Postfach 24",8010,Zürich-Mülligen,47.3949503,8.4740488
CH002771,Zoll Nordost - Zürich Flughafen,CH,"OPC 1 Eingang A, Postfach",8058,Zürich-Flughafen,47.4500978,8.5618985
CH003001,Douane Ouest - Centre recherche TC,CH,Case Postale,1211,Genève 26,46.2204883,6.1139551
CH003011,Zoll Ost - St. Gallen,CH,Oberstrasse 222 Postfach 364,9014,St. Gallen,47.425618,9.3762397
CH003031,Zoll Ost - Wolfurt,CH,Postfach 865,9430,St. Margrethen,47.4503633,9.6288291
CH003041,Zoll Ost - Altenrhein-Flughafen,CH,Postfach 56,9423,Altenrhein,47.4903839,9.5540541
CH003071,Zoll Ost - St. Margrethen Strasse,CH,Grenzstrasse 24,9430,St. Margrethen,47.454295,9.6392874
CH003081,Zoll Ost - Au,CH,Zollstrasse,9434,Au,47.4304604,9.6422245
CH003091,Zoll Ost - St. Margrethen Freilager,CH,Altfeldstrasse 13,9430,St. Margrethen,47.4535911,9.6389762
CH003121,Zoll Ost - Kriessern,CH,Zollstrasse 31,9451,Kriessern,47.3589521,9.6107435
